height,weight,chest,waist,hip,thigh,calf,arm,shoulder
159.4,65.0,96.3,82.9,96.8,61.4,37.8,33.0,37.7
181.0,62.5,85.5,70.3,97.6,54.1,35.2,30.2,38.3
163.6,63.6,95.3,84.8,96.0,55.4,37.0,32.2,34.9
162.7,58.8,92.7,81.3,89.8,52.5,33.5,29.8,36.3
156.4,64.1,94.9,85.2,96.5,56.6,37.8,33.2,36.3
168.1,60.0,83.7,71.7,100.3,57.0,35.4,28.5,33.3
157.0,51.5,83.9,69.7,86.7,53.3,36.7,27.2,34.3
154.5,48.4,89.2,69.5,89.2,50.1,33.5,28.6,35.9
177.2,43.6,78.3,66.8,93.9,49.9,33.7,25.8,35.3
168.7,54.6,84.9,71.9,93.2,54.1,35.0,27.3,37.0
151.9,54.4,89.9,76.3,92.9,60.8,36.9,30.5,33.1
171.2,63.8,89.6,75.8,98.2,58.8,36.8,28.7,38.3
159.9,50.7,84.0,68.8,88.4,53.9,33.7,28.9,33.3
164.1,59.9,86.1,73.2,96.5,59.9,37.0,28.8,36.3
166.1,55.0,84.1,71.9,94.5,55.0,35.1,26.7,35.4
154.6,45.5,76.8,63.5,89.2,51.7,32.5,26.8,34.1
161.0,58.0,89.4,76.5,92.8,57.0,35.5,28.9,36.0
150.8,45.6,82.9,64.3,82.4,49.8,33.2,28.6,33.0
174.7,50.5,86.0,65.5,85.5,48.7,33.1,23.0,36.2
161.0,53.1,88.6,70.0,91.8,50.7,32.9,26.7,35.2
152.9,57.6,89.6,77.8,94.4,54.5,34.7,31.8,33.8
157.8,52.1,83.6,74.7,95.7,53.0,34.0,27.5,36.6
171.0,66.8,97.7,78.8,99.4,62.3,37.6,30.5,38.5
159.5,56.3,89.7,80.4,96.5,56.4,36.6,29.0,35.3
161.0,51.3,85.5,70.4,91.7,54.0,32.3,28.0,33.9
158.4,75.6,102.8,93.8,107.2,64.3,36.2,32.5,37.0
161.8,57.6,83.2,73.8,93.6,60.5,37.0,29.0,34.5
159.4,52.5,88.5,71.1,90.5,52.9,37.3,26.6,35.1
159.0,50.5,84.0,65.8,90.9,54.3,34.0,27.0,35.5
158.8,53.6,88.7,75.4,87.5,49.4,34.8,29.8,34.0
163.5,52.4,86.5,70.3,91.5,54.8,34.1,28.3,34.6
166.5,63.8,92.3,81.4,99.5,58.4,36.8,31.0,35.4
168.2,48.6,78.9,66.8,89.0,50.8,33.1,26.0,33.7
155.5,46.2,79.8,69.3,85.8,52.2,33.4,25.5,34.4
167.7,54.6,84.3,68.3,93.0,58.0,34.1,27.8,36.1
163.6,56.6,90.3,74.9,97.0,61.3,35.4,28.2,35.6
159.5,68.3,95.9,84.4,105.1,66.0,39.2,34.0,36.7
150.8,45.4,80.2,65.3,88.9,55.0,34.6,26.1,33.6
157.5,64.1,94.3,78.3,98.9,63.1,38.2,33.5,34.0
176.1,56.1,83.7,68.8,88.7,50.5,35.5,25.5,37.5
158.5,60.9,89.4,77.8,102.7,60.6,36.8,31.0,35.9
167.7,93.2,107.8,99.9,118.2,73.3,42.5,37.3,39.1
153.3,53.4,86.1,77.4,94.3,61.4,33.3,30.7,33.0
162.5,46.4,81.1,70.4,88.8,52.6,31.4,25.4,35.6
158.2,54.0,91.7,77.2,89.5,56.9,35.9,28.0,32.5
167.0,59.9,90.7,79.5,94.5,54.5,36.1,30.0,38.7
170.1,75.4,99.5,89.8,102.8,64.6,39.2,32.2,34.5
166.6,64.1,94.5,84.4,99.2,57.4,36.0,31.2,36.6
172.1,64.1,91.3,78.6,98.8,61.1,35.1,31.2,36.7
162.0,75.1,102.2,91.6,99.9,63.0,40.0,36.6,35.8
167.1,62.1,87.3,72.3,99.8,63.3,38.4,29.3,33.7
159.7,50.0,85.3,70.3,85.5,50.9,34.3,27.4,35.4
158.1,58.4,88.8,75.9,96.2,63.6,37.1,31.2,33.4
159.9,55.4,89.0,73.6,96.4,61.3,35.0,29.3,36.9
154.3,69.6,95.0,91.4,103.1,68.5,39.1,33.3,32.2
161.5,58.2,87.5,81.1,96.5,63.8,33.8,28.9,34.6
162.0,56.2,87.0,75.5,93.7,57.0,36.4,29.0,34.5
158.5,46.9,81.1,67.1,89.5,54.4,31.5,28.0,35.5
168.0,66.7,92.8,80.0,102.1,67.4,38.2,30.2,38.5
152.4,60.2,90.1,80.8,101.0,64.9,38.0,30.0,34.9
153.8,61.5,93.9,78.8,97.1,62.0,37.6,32.5,34.8
154.5,46.2,80.4,70.6,89.2,55.6,33.2,27.4,35.3
161.0,47.4,80.9,64.9,87.4,55.7,31.3,26.5,33.9
156.9,45.1,79.8,65.5,85.4,55.0,32.5,25.3,35.5
159.7,57.4,86.8,71.5,94.0,61.7,36.1,30.8,35.1
160.9,45.3,78.1,65.0,85.6,55.4,32.3,24.6,33.6
161.6,64.5,92.3,77.5,100.1,60.2,38.8,29.8,34.3
161.8,56.3,88.1,74.9,92.2,60.2,35.3,30.1,36.9
163.3,67.5,96.6,82.9,99.5,62.5,39.4,32.2,36.2
151.6,53.3,88.8,73.0,93.3,58.1,34.3,30.5,34.6
163.7,57.9,89.6,72.3,93.5,59.2,33.1,28.8,37.0
167.8,57.3,90.8,73.3,96.3,57.1,32.3,30.3,36.8
162.5,63.9,89.8,72.2,99.3,63.6,37.9,31.4,35.4
163.3,67.8,94.4,80.4,101.3,65.9,37.0,32.4,37.3
162.2,74.5,96.4,87.7,107.8,70.2,41.7,33.9,36.2
154.8,70.8,101.2,87.9,100.8,65.5,41.1,35.7,36.4
152.1,48.8,83.3,71.7,89.0,58.8,34.4,27.2,36.8
159.4,50.5,82.3,70.3,91.1,55.9,32.4,27.2,34.7
165.6,67.0,94.5,88.1,97.5,58.1,37.6,30.9,34.8
158.2,47.3,79.6,62.9,90.8,52.1,32.3,26.1,34.6
155.1,57.8,91.0,77.4,97.0,63.0,34.0,31.2,36.4
167.3,57.5,87.7,75.4,91.5,55.8,33.8,29.9,35.4
159.1,41.3,74.8,61.6,81.6,50.9,31.4,25.0,32.3
167.4,71.0,97.3,81.9,100.0,63.0,39.8,33.5,37.0
161.4,55.6,84.9,71.3,92.9,59.0,35.8,27.8,35.6
160.7,85.4,109.0,93.3,107.6,70.9,44.6,38.5,40.4
161.9,47.6,81.4,69.4,89.5,65.4,32.6,24.7,34.8
158.6,47.6,81.8,67.1,90.0,57.4,33.0,26.6,34.2
184.2,90.7,104.9,96.4,107.5,65.1,42.5,34.8,40.4
175.6,67.7,103.2,79.4,92.4,56.1,35.6,33.2,41.5
173.1,90.7,111.3,98.4,105.4,68.4,42.0,37.7,39.8
170.1,75.1,107.5,83.6,96.6,59.8,39.8,36.2,40.9
185.1,83.6,101.4,88.0,102.0,64.9,39.3,35.5,39.8
170.3,65.3,99.6,79.6,95.8,60.5,38.8,31.0,40.5
179.5,118.8,119.4,117.1,116.7,73.7,46.3,42.0,42.4
184.3,71.1,104.0,73.1,93.1,54.4,39.2,30.6,41.7
167.9,67.3,102.4,81.4,93.6,59.5,35.9,33.5,38.7
177.7,72.0,103.9,86.0,92.8,59.8,36.3,34.5,37.2
175.4,75.3,104.8,83.7,95.6,61.8,37.3,33.5,40.8
171.5,76.8,101.7,88.4,102.9,66.9,40.5,30.7,39.8
171.0,89.3,116.0,97.7,103.4,65.2,43.6,37.7,41.1
177.0,86.4,109.4,94.3,100.5,64.1,39.9,38.2,40.6
178.1,69.2,100.4,77.7,94.7,61.1,39.1,32.5,41.7
173.2,72.2,100.5,81.2,95.2,59.8,41.6,33.6,40.5
179.4,72.1,94.3,79.9,96.7,62.0,37.8,30.9,42.8
173.7,77.1,107.0,86.8,95.8,63.8,40.8,33.5,40.6
191.0,117.1,123.9,117.0,112.0,72.8,44.1,42.0,44.7
174.1,70.9,102.7,82.3,101.0,63.2,37.2,33.3,40.5
168.1,60.0,91.9,76.7,91.4,56.2,34.5,29.0,39.1
181.0,73.9,104.4,79.9,93.7,59.5,37.6,32.0,43.3
180.9,69.1,97.9,83.0,93.8,55.7,35.1,32.2,42.0
184.4,74.8,97.8,78.5,95.1,60.0,40.5,32.5,44.4
169.1,65.3,97.3,83.3,94.5,59.9,36.0,31.0,39.9
174.5,59.8,92.7,78.8,91.7,57.4,35.4,27.8,39.2
182.9,76.8,101.5,83.2,96.0,56.5,38.0,34.3,39.6
167.8,69.3,99.4,88.4,96.1,57.3,36.7,32.2,37.6
181.9,70.7,99.6,76.8,93.0,54.6,38.9,32.1,42.5
182.6,95.0,108.9,96.3,108.0,65.4,43.6,36.4,39.9
170.6,79.4,106.8,87.0,99.5,59.1,38.6,37.1,41.7
176.2,92.2,112.2,100.6,103.3,64.5,41.0,35.8,39.5
158.6,66.9,95.9,88.0,94.8,57.6,38.2,32.6,36.9
177.4,75.8,105.4,79.5,100.2,60.7,36.2,35.4,40.4
179.9,81.8,105.3,87.8,98.0,60.3,41.1,34.1,40.7
172.4,79.0,104.2,88.9,99.5,61.8,38.5,34.3,40.1
163.5,63.3,96.1,84.5,90.3,53.4,37.6,32.4,38.3
179.4,99.9,109.6,104.3,110.8,69.0,40.0,37.2,40.7
191.0,101.2,110.7,95.6,107.9,66.8,41.2,37.0,42.9
164.0,53.2,91.7,68.7,84.7,50.0,34.0,28.3,38.4
173.0,70.7,97.4,79.9,95.8,58.0,38.2,32.0,39.0
172.6,73.1,100.6,80.9,97.3,58.1,39.6,34.4,41.6
174.3,66.2,101.7,78.4,85.4,50.6,36.3,29.7,39.6
176.9,95.4,107.6,99.1,109.9,65.9,43.0,37.7,39.3
180.3,84.2,102.0,89.0,100.8,60.2,40.7,33.9,41.3
181.9,86.8,103.1,90.0,103.3,60.1,39.5,36.1,41.9
169.5,78.5,107.6,88.4,98.9,61.5,37.4,35.5,39.3
176.5,71.7,98.6,78.9,96.8,56.7,37.3,31.7,39.1
174.9,75.0,103.2,86.8,94.3,56.1,36.7,32.3,40.9
175.0,78.0,103.4,87.0,100.9,63.0,39.6,34.3,34.9
171.1,63.5,93.6,74.2,91.7,52.5,36.3,33.2,37.9
169.2,63.8,92.0,80.7,92.3,54.6,35.5,31.0,37.2
181.7,82.1,103.6,92.7,101.5,59.1,39.8,32.3,43.2
172.6,62.3,91.7,75.7,92.2,51.0,36.0,29.8,38.1
161.3,67.8,99.7,86.4,93.5,58.9,38.2,33.4,36.2
185.4,89.2,113.2,90.2,102.4,61.2,39.3,36.9,41.9
172.0,84.7,107.7,93.9,102.3,62.0,40.8,36.9,40.4
182.9,89.2,106.7,93.9,101.7,62.0,40.1,36.7,40.9
180.0,68.8,97.2,77.5,94.1,55.3,35.0,30.5,39.3
173.0,67.3,98.3,78.2,94.9,56.5,36.3,32.3,42.2
171.3,72.7,102.8,77.5,94.6,60.2,36.5,36.3,40.0
187.3,84.0,100.4,83.9,101.5,59.4,42.0,33.5,38.2
173.6,66.5,92.6,78.6,94.0,53.9,36.5,31.4,38.0
180.9,79.3,100.5,82.7,99.0,58.7,37.5,36.0,42.5
176.1,88.3,106.7,96.5,100.8,61.5,40.8,36.7,38.0
162.6,61.5,94.5,78.2,91.1,53.3,33.6,32.6,38.2
171.4,87.1,116.2,90.5,101.4,63.8,39.5,39.7,39.3
178.3,76.9,101.7,83.7,96.1,56.5,39.3,35.6,42.8
173.5,72.1,103.7,83.2,92.6,57.0,39.8,33.8,38.0
164.2,75.0,104.2,96.7,95.5,59.1,38.6,33.9,37.8
173.1,63.8,102.9,73.5,87.8,50.8,35.4,32.7,40.0
166.7,69.2,98.6,84.8,94.4,55.5,39.7,32.2,39.2
176.4,70.4,98.6,82.7,95.5,56.9,36.8,31.8,42.1
171.9,62.3,94.2,80.2,92.7,53.1,34.4,31.2,38.7
177.5,75.3,98.7,82.9,96.9,60.7,37.3,35.4,39.2
169.6,55.9,86.8,74.2,86.5,50.5,34.0,28.8,36.4
171.1,60.9,96.5,73.8,87.4,52.2,33.5,31.4,38.4
178.2,63.3,91.2,81.6,90.7,52.2,32.0,31.1,37.5
176.0,65.5,94.2,79.6,93.2,53.7,35.9,30.7,39.9
174.9,64.3,95.1,76.4,91.8,53.6,36.0,30.3,40.1
159.2,49.9,81.9,68.6,90.3,54.6,33.2,26.7,34.4
160.9,42.2,74.3,63.4,83.1,49.6,30.6,23.4,35.5
164.8,54.7,83.5,65.4,95.7,58.7,35.8,27.4,37.8
155.6,56.2,89.7,77.2,92.8,60.3,36.6,28.4,33.7
164.1,70.5,100.0,85.3,99.2,60.8,39.4,33.5,36.1
159.6,48.4,83.8,71.8,90.9,55.1,32.6,27.3,34.2
164.8,53.7,86.1,74.5,96.7,58.4,33.3,27.4,36.3
166.5,61.3,93.7,82.6,94.4,55.9,33.9,32.8,37.0
162.1,70.8,99.9,86.5,99.6,67.5,41.7,32.0,36.1
164.4,54.9,88.8,74.1,94.8,59.3,33.6,29.0,35.2
148.1,56.0,88.1,74.2,96.7,64.3,37.4,31.6,32.4
156.5,47.9,79.5,71.6,91.5,58.8,32.2,27.7,35.4
165.7,55.7,88.4,72.9,92.7,57.9,34.3,27.5,32.8
158.6,53.8,86.9,73.0,95.7,62.1,33.7,30.7,35.6
157.1,50.2,81.3,64.5,91.0,55.7,33.3,28.0,34.9
162.4,55.6,86.3,74.5,93.0,60.0,37.0,28.9,32.4
162.2,69.3,94.8,85.9,102.2,66.2,39.7,33.7,35.5
163.7,52.2,88.9,70.8,89.9,58.1,31.7,28.5,35.8
161.2,55.7,83.8,66.0,93.3,60.7,37.3,29.4,36.0
158.6,66.7,94.9,84.4,101.0,65.3,41.1,32.0,36.8
164.6,57.1,88.8,74.3,93.7,59.3,34.8,31.3,36.6
167.8,53.6,84.4,69.3,90.6,56.0,33.9,28.0,36.6
156.9,59.2,90.0,75.8,96.8,64.1,36.1,30.4,35.7
162.6,53.1,82.9,66.1,91.7,57.6,35.6,25.5,34.5
159.3,55.8,89.9,75.0,89.9,57.9,35.4,28.7,35.3
161.7,71.0,98.1,86.1,105.9,68.8,37.6,32.8,36.0
164.2,70.8,95.1,80.6,107.6,71.8,39.8,32.8,36.2
157.0,43.6,76.2,60.5,86.7,52.5,30.1,25.4,35.4
165.5,47.4,84.0,66.1,86.8,53.5,31.2,25.0,35.7
162.4,55.6,89.1,67.4,90.2,57.2,37.4,28.0,37.8
163.4,81.3,103.7,93.0,109.2,69.6,38.9,37.1,36.6
164.1,58.8,85.8,73.4,94.0,61.2,38.0,29.2,35.8
167.9,76.5,98.3,85.7,106.0,71.5,42.7,35.5,37.9
149.8,55.6,95.7,79.3,92.5,62.6,31.1,29.9,33.8
162.7,52.7,82.8,70.4,91.3,58.3,33.8,28.0,36.3
157.6,49.1,79.8,69.7,91.3,55.8,43.5,26.2,32.0
155.1,52.2,86.3,70.3,90.8,58.6,36.5,26.5,34.4
153.7,45.7,80.1,66.5,87.4,56.9,32.7,25.9,35.3
162.8,46.5,81.5,68.9,87.0,52.5,30.0,25.6,35.7
167.6,71.2,102.8,79.6,98.7,61.2,40.4,33.4,38.6
155.6,56.3,87.8,76.2,91.8,59.0,35.4,26.8,35.0
169.7,56.3,85.3,71.9,94.2,55.1,33.4,28.7,37.8
162.4,53.7,81.3,70.9,94.9,57.2,34.6,28.6,35.0
155.6,43.7,76.4,67.1,88.5,51.2,31.6,24.9,33.5
162.0,52.1,83.6,70.4,94.4,56.6,34.2,27.0,34.4
159.3,50.0,83.7,65.7,88.6,53.1,35.1,27.5,34.2
157.7,48.8,83.7,62.3,90.0,52.9,33.0,28.4,35.1
161.8,54.1,85.4,69.0,95.9,57.2,34.3,29.3,35.4
164.3,51.5,80.9,70.2,90.6,55.5,32.8,28.1,34.0
162.9,70.8,98.9,87.8,101.5,63.6,39.7,34.6,38.2
158.1,53.5,85.2,76.4,94.8,54.7,33.5,28.3,33.4
166.1,78.5,99.5,89.9,111.9,67.2,40.0,36.5,36.4
164.1,65.2,91.8,77.1,99.5,64.1,38.0,31.8,34.6
158.5,62.3,91.7,78.8,99.6,63.2,37.4,31.6,35.0
156.1,54.9,86.1,70.4,93.5,58.5,36.4,28.0,35.1
165.8,63.8,89.8,77.6,103.6,63.5,37.1,29.6,38.5
162.9,52.0,88.1,72.6,88.8,53.4,33.6,28.5,34.4
163.3,63.0,89.0,73.2,99.7,60.9,36.2,30.4,35.3
156.8,55.2,91.5,79.4,96.0,55.7,33.9,29.4,33.4
160.8,52.2,83.4,71.5,92.1,56.4,34.7,27.5,33.6
161.7,78.2,103.4,91.8,103.3,65.9,40.2,34.5,37.3
159.0,51.8,79.5,70.2,94.5,56.1,36.3,27.4,34.3
170.2,55.0,83.8,70.0,93.1,57.7,33.7,26.5,33.5
167.6,47.4,78.0,62.2,92.0,51.1,33.5,23.4,33.4
154.9,46.8,81.6,64.7,88.8,53.9,31.7,28.3,33.0
160.1,50.2,83.6,65.3,88.3,53.1,34.1,25.4,35.5
160.5,67.7,93.9,77.3,107.6,65.8,40.1,31.3,36.2
152.9,56.2,94.6,82.1,96.2,55.4,32.9,31.3,35.5
166.1,65.0,90.9,74.8,99.3,62.4,38.8,32.0,36.2
156.3,51.8,84.9,66.8,92.2,56.5,32.8,28.7,33.5
164.4,52.2,84.1,67.9,92.3,52.9,34.7,27.2,32.7
164.9,64.9,94.1,81.7,101.0,60.3,38.5,30.1,35.8
161.5,46.1,81.4,64.7,86.5,50.3,32.1,24.0,34.1
162.6,57.6,87.6,71.1,91.3,57.9,34.6,29.5,34.8
162.9,53.9,84.0,67.0,92.7,54.6,34.0,26.2,34.0
161.1,52.4,87.5,68.1,90.5,53.6,32.1,28.0,34.7
154.8,46.2,81.5,67.8,89.0,52.0,31.0,28.2,32.5
162.6,47.3,79.4,63.7,88.0,51.6,33.5,23.7,34.4
168.2,57.4,89.1,77.7,93.9,55.2,33.3,27.0,38.0
160.3,42.6,77.1,64.2,83.7,47.7,31.3,24.0,33.6
165.0,61.0,91.5,72.8,98.8,58.1,35.9,28.5,39.8
164.8,57.2,87.7,67.7,97.0,58.1,36.4,28.9,37.8
161.5,53.6,81.2,65.1,92.0,57.1,37.1,25.4,34.0
168.1,82.4,102.7,89.6,110.9,71.0,40.7,36.4,37.1
160.6,54.6,83.7,72.0,95.1,55.7,33.5,29.9,35.0
162.8,55.8,89.6,75.9,92.6,54.3,33.8,28.0,35.6
155.9,48.7,88.4,73.2,86.8,49.4,31.0,28.4,35.9
164.4,53.4,88.0,66.9,90.2,51.9,33.7,27.5,38.7
162.1,53.9,88.6,75.1,89.6,51.8,33.1,29.0,35.1
164.9,73.1,99.4,85.7,99.8,62.9,39.5,33.0,38.0
166.1,60.6,88.7,77.4,96.1,57.2,46.0,29.2,38.4
161.4,42.0,83.7,71.4,88.8,54.5,32.5,28.9,36.3
155.8,47.9,81.7,66.4,87.4,54.2,31.4,25.5,32.5
162.5,70.8,96.7,79.2,106.8,64.2,39.2,33.3,36.3
154.9,53.4,80.9,67.3,95.0,57.3,37.6,28.0,34.0
168.4,48.3,78.1,65.7,89.2,50.6,32.9,24.5,36.1
156.5,43.9,81.5,62.5,86.6,50.1,32.3,25.4,35.5
162.8,49.2,84.8,65.7,88.9,53.2,32.7,26.4,35.6
157.6,66.4,95.0,80.6,96.0,60.6,41.1,33.8,36.4
178.6,73.7,104.5,85.0,96.7,56.0,36.1,32.7,40.1
174.6,78.1,102.7,82.4,98.5,60.2,39.1,34.9,38.4
169.3,67.2,99.3,80.4,94.6,53.3,39.0,33.5,41.0
179.0,67.2,92.8,74.8,93.0,53.0,35.6,33.3,41.0
181.1,80.7,103.6,87.8,102.3,58.3,41.5,34.3,42.1
169.4,75.3,105.0,83.9,98.0,61.2,41.2,35.9,40.6
176.4,71.4,100.6,79.7,97.7,57.0,37.5,33.1,40.6
167.0,75.1,101.1,89.3,97.9,59.4,41.0,34.9,41.1
167.2,65.8,92.2,80.1,92.5,55.5,38.5,30.3,38.4
188.7,130.0,120.4,111.7,121.6,73.0,45.0,40.2,42.5
171.6,82.5,107.8,91.8,97.6,59.4,40.3,36.3,40.3
172.0,70.1,101.3,88.3,94.0,54.8,36.7,33.4,39.8
176.2,117.5,121.4,110.7,117.0,71.2,50.0,40.2,41.0
175.1,73.8,96.8,84.9,96.5,55.3,36.0,33.8,37.9
177.3,71.4,103.2,86.3,93.0,55.0,34.8,33.5,38.5
172.3,92.3,113.8,99.8,105.0,67.4,40.5,40.1,41.6
179.4,83.0,109.2,91.3,100.5,58.2,39.7,34.6,39.8
174.3,66.7,97.5,77.8,96.6,55.8,36.5,31.2,37.1
168.4,82.9,108.0,88.2,102.7,61.7,40.5,37.2,39.4
182.0,90.3,107.0,95.1,99.1,61.5,43.0,36.0,41.8
176.0,97.9,116.8,102.8,109.9,67.1,43.1,39.0,42.4
176.0,85.2,104.1,89.2,103.3,65.1,41.5,38.5,42.0
166.1,87.8,106.8,98.8,105.5,66.0,44.0,36.4,39.6
171.9,55.9,86.7,69.9,86.3,48.0,34.0,25.0,39.2
177.4,77.6,102.4,88.3,96.1,57.0,38.4,35.1,40.0
178.8,87.1,101.6,88.0,104.2,64.1,43.0,37.1,40.0
181.6,86.8,100.4,93.8,103.9,63.6,38.8,35.6,39.9
169.1,70.8,99.6,85.5,96.6,59.1,37.6,33.7,40.2
168.6,90.3,108.9,100.2,108.0,68.8,41.0,36.9,39.0
171.5,83.9,106.8,96.3,104.5,63.0,38.8,36.2,39.3
175.4,66.7,94.7,76.8,90.2,52.5,37.2,34.8,42.8
176.5,91.6,108.5,92.7,110.4,67.5,42.7,38.3,43.5
170.6,60.5,92.7,75.1,92.0,55.2,35.8,30.0,34.4
175.6,84.3,107.5,93.0,105.0,62.3,39.8,35.8,41.2
174.8,69.5,95.5,80.7,97.3,57.7,39.5,32.0,38.4
175.8,79.9,107.7,91.0,98.0,60.1,41.1,34.8,40.2
169.1,73.7,100.7,81.7,99.4,60.4,39.2,33.7,40.4
173.9,74.8,95.2,81.8,102.6,58.7,43.5,33.2,40.4
173.8,63.9,97.0,76.7,91.7,52.3,35.0,31.9,40.9
175.8,72.0,96.8,77.3,94.5,58.9,38.5,33.9,41.6
172.0,51.3,86.7,66.6,81.6,46.2,31.4,26.6,37.8
173.0,68.1,98.8,82.7,96.5,56.3,35.0,32.5,37.4
177.0,77.1,102.1,84.9,101.1,59.0,38.3,32.5,41.4
174.1,67.3,96.4,74.9,91.3,50.8,38.8,33.5,43.5
182.5,80.4,103.4,77.2,102.3,63.0,40.5,33.0,40.5
169.6,64.2,94.7,77.3,93.3,55.3,38.0,31.3,38.7
184.6,72.2,93.4,81.2,96.0,56.8,34.8,30.5,43.2
168.6,73.0,101.8,86.1,99.3,58.7,37.3,34.2,40.6
170.8,73.1,102.0,86.4,93.9,54.5,39.5,32.2,38.2
169.3,46.1,88.6,63.8,81.7,43.5,29.3,25.6,39.8
180.6,98.3,112.6,99.2,109.0,65.3,42.8,38.1,43.1
185.0,93.5,108.8,93.7,105.4,64.1,43.9,34.0,41.9
176.5,70.8,97.3,79.3,96.3,54.0,38.2,29.9,39.6
164.4,67.7,96.5,84.9,99.3,60.9,37.2,32.8,37.4
158.6,72.5,103.5,88.8,101.6,62.4,38.4,35.7,35.8
158.6,73.1,94.0,82.7,109.8,66.8,41.7,31.7,35.5
171.8,61.8,88.1,76.9,94.5,56.4,36.1,28.7,35.2
171.3,58.4,91.0,71.0,94.7,55.8,33.7,27.0,36.1
167.7,48.6,75.9,65.8,91.2,56.1,32.9,24.5,34.3
162.9,58.5,90.7,80.5,91.1,57.1,35.2,30.8,35.8
157.1,47.4,81.3,64.5,85.3,51.9,34.5,26.8,33.8
169.0,82.0,99.9,87.0,106.7,63.2,43.0,36.2,38.0
158.0,60.8,92.4,78.1,99.6,59.3,34.3,29.7,35.8
159.2,67.0,96.7,84.7,103.1,62.5,37.9,31.4,37.5
164.9,41.8,75.9,60.1,82.6,47.7,31.4,23.7,34.3
166.5,64.4,90.5,74.4,99.5,60.1,37.2,31.5,35.6
155.8,45.2,79.0,64.1,85.3,49.3,32.6,23.8,33.6
158.3,43.9,81.8,65.3,87.8,48.3,30.9,25.8,33.0
155.7,43.8,82.5,64.7,84.4,48.3,29.9,27.8,35.4
158.2,45.1,80.0,65.4,85.0,51.0,32.2,28.2,34.8
176.0,68.5,91.5,76.9,101.7,59.9,36.8,30.8,37.4
156.6,54.3,85.9,73.1,95.3,58.1,35.5,29.8,34.0
160.2,60.0,89.0,72.7,94.2,56.1,37.0,31.2,34.9
155.6,49.0,86.8,69.1,89.5,53.3,35.2,27.9,34.5
161.5,79.2,101.5,90.6,113.0,64.2,38.3,37.1,37.2
159.8,47.3,80.0,67.9,87.0,50.6,31.3,27.7,35.0
164.7,56.4,84.5,71.9,97.5,57.3,36.4,27.8,33.9
156.4,50.2,85.2,69.8,89.0,53.0,33.9,27.2,34.3
162.9,81.6,105.6,99.5,106.9,65.2,41.1,37.6,37.9
165.8,65.1,94.5,75.4,99.0,57.8,36.7,30.3,36.2
160.6,48.6,82.2,65.7,87.4,52.3,34.6,26.7,34.5
158.9,66.3,97.7,85.2,94.6,59.9,37.5,33.5,35.7
153.9,54.1,85.6,69.5,93.8,58.7,35.9,30.3,34.6
156.2,56.1,87.2,74.7,95.8,57.1,35.1,29.4,32.8
162.6,51.4,84.6,70.4,88.6,51.6,33.7,26.1,33.3
162.7,54.4,88.5,70.0,89.8,53.2,32.5,29.2,33.9
152.9,42.2,79.1,70.4,85.0,49.0,29.9,25.0,33.7
165.0,58.5,90.4,74.9,93.1,55.7,35.2,28.7,36.5
160.5,56.0,88.0,75.5,91.9,54.9,34.7,29.8,33.7
164.0,63.1,92.2,81.0,99.2,61.2,36.3,30.9,34.7
165.5,67.2,96.2,82.0,99.4,60.8,37.7,33.8,36.1
154.3,82.1,107.0,96.8,112.0,73.0,42.6,37.2,35.9
162.7,47.5,81.0,63.9,86.9,50.8,31.2,26.2,33.1
163.7,52.4,85.9,68.7,89.0,51.2,34.3,26.0,38.3
156.8,61.1,93.2,81.8,97.3,61.5,35.3,33.2,32.8
167.1,69.4,98.8,84.0,98.5,60.9,38.0,32.3,37.1
164.4,65.1,96.5,77.0,100.6,60.5,37.6,31.3,37.5
154.3,50.8,87.0,73.4,88.0,52.8,32.3,29.4,33.2
158.6,47.7,80.3,64.9,90.8,54.0,33.6,25.3,34.4
158.5,45.7,83.1,66.1,85.6,49.6,30.3,25.5,34.5
151.9,44.4,81.0,65.4,86.4,52.9,31.1,27.7,34.4
163.7,54.5,86.0,72.0,91.3,54.5,31.9,28.5,31.2
157.4,54.2,86.0,68.2,91.7,54.1,34.3,28.7,34.1
163.0,58.1,89.5,76.0,94.8,56.8,34.8,31.0,33.7
167.0,63.5,91.0,77.4,99.2,59.5,37.9,29.3,36.7
154.7,49.6,85.7,71.5,91.3,54.0,32.6,29.0,33.0
171.0,51.8,86.9,67.6,88.7,53.6,31.0,26.7,34.3
157.8,46.0,80.2,62.9,85.9,49.8,33.1,25.0,33.6
160.8,55.1,86.7,76.0,93.5,53.0,32.5,30.0,32.0
158.6,56.4,90.3,75.0,94.7,56.9,35.1,28.8,34.0
156.4,56.9,88.3,76.3,96.5,60.6,35.3,30.4,36.5
152.9,46.1,82.8,69.1,84.1,50.2,31.4,28.4,34.9
158.8,52.7,85.2,71.3,93.3,55.3,34.4,27.4,35.1
155.3,54.8,86.7,76.7,95.6,54.1,33.4,30.0,34.4
165.4,50.3,84.0,70.0,88.4,52.8,31.4,27.3,35.1
159.9,57.1,92.0,81.3,93.8,56.0,33.8,30.6,36.0
163.9,53.3,85.3,74.1,89.7,52.9,33.0,28.0,35.1
170.0,53.6,81.1,64.6,93.5,57.6,33.5,26.0,35.8
162.2,56.1,85.1,73.8,90.3,55.3,36.5,28.8,35.8
153.2,53.2,86.4,73.1,93.5,55.7,33.6,29.4,33.7
161.1,62.5,92.2,80.1,100.3,59.9,33.9,32.3,37.1
